source,question,answer,rating
puzzles1_unbiased,.3..........84...37.2...4.54....1.2....9.....51.7.....9..28..3......5.92....6.1.4,634572918159846273782193465493651827827934651516728349941287536368415792275369184,0
puzzles1_unbiased,.56.......3..8..5..4...9.....4.61..5..5..364...3....8..69.32.7.......2...2.9.4..3,956347812137286459842519736794861325285793641613425987469132578371658294528974163,1
01_file1,..4.92.8..8.....3...5.....44...37....1.......8.7.14.5...8...3.153.....787.....54.,374592186986741235125368794452637819613859427897214653248975361531426978769183542,20
puzzles4_forum_hardest_1905,.......7.....3....6....9..4.6...84....9.....64...6.81..5..2....1..5.4..89...86..1,281645973594837162673219584762198435819453726435762819358921647126574398947386251,62
puzzles4_forum_hardest_1905,....3.9...9.7...1.3......676..3..1....5.....6..9..8..4.61....297.392.......6..7..,876134952592786413314259867647392185285417396139568274461873529753921648928645731,35
01_file1,1.8...3..36..8...4.42...86.....46.8...3.....16..3.1.2.....651.......92.....4.....,178654392369287514542913867251746983493528671687391425724865139835179246916432758,17
puzzles4_forum_hardest_1905,14.36..9.9..4...3...2.5......1.....84..98..1.......7.9..96..1...14....6.6.......3,148362597956478231732159684591736428427985316863214759289643175314597862675821943,24
01_file1,34..7......7.9.1..9..3.5.4.5.......8...7...1...4.....643..1..59.19...7....54.....,342871965857694132961325847573146298296758413184932576438217659619583724725469381,12
puzzles4_forum_hardest_1905,4..5......7...8.2...1.7.........93.2.......9..2.3..7.85...6...1.8...7.3...64.....,462591873975638124831274569648759312753182496129346758597863241284917635316425987,13
puzzles1_unbiased,..3...4.......3.97.7....28..5498..6.7.....8...3.2.4...26..3..74...7..5......1..2.,923678451581423697476195283154987362792361845638254719265839174819742536347516928,0
puzzles4_forum_hardest_1905,1....25.........67.83......9...2.4.....9.5.7...84.1....6.....2.4..2..1...3...9.5.,176892543249153867583764291957326418314985672628471935761548329495237186832619754,45
puzzles4_forum_hardest_1905,......83...853.7..1.3..8..9.4..1.......2.....7.1..5.9........7..69.5...18.7..19..,274196835698534712153728469942613587586279143731485296315942678469857321827361954,57
01_file1,67...23.82.....79....8......3.9..57.9.........6....1...8..3....72.6.9...3.9.87.2.,675492318218563794493871265831946572942715683567328149186234957724659831359187426,40
puzzles4_forum_hardest_1905,19...42.68......9...2.....4...7.93..7...5......9..1.4...1..2.6....3..4...5..1...2,193874256847526193562193784615749328734258619289631547371482965928365471456917832,41
puzzles4_forum_hardest_1905,1...7.52....1........2.5.6.........3.4..5...62....179.....976..9..5..17...8......,183976524652148937479235861591762483847359216236481795315897642964523178728614359,23
puzzles1_unbiased,.365.19..........5....6.4..463...8..2.5......1......2..5.32......4.57..9.7.8...6.,836541972741298635529763418463972851285136794197485326658329147314657289972814563,0
puzzles4_forum_hardest_1905,7...4...8..8..6...24.8......3...5.....24....6.742...35..76....24....19.........5.,765943128398126574241857693836715249952438716174269835517694382423581967689372451,50
puzzles1_unbiased,.3...579.........6....8.3...2.9....74...7.8.96...1..4........2..932...1......96.5,836425791745391286912786354328954167451672839679813542167548923593267418284139675,0
puzzles4_forum_hardest_1905,..8.....47...8..6.56...38.....1...5.4....2..6..7.6.4...7.....1992.........5.3.6..,138796524749285163562413897396174258481352976257869431674528319923641785815937642,19
puzzles4_forum_hardest_1905,24...8.39...4..8....1.9....7.....3...38..7..5.52....7.....6...45....2.8....1..9..,245718639967453812381296547719584326438627195652931478173869254596342781824175963,40
puzzles1_unbiased,....7.4.9.275............7..4.......81...42..........1.7...9.64.54.6.3..6.1.3..8.,185673429927548613436912875549126738813794256762385941378259164254861397691437582,0
01_file1,...67.....37...68...4..3..5.4..5...7..984..3....3...4......8....587....4..24...6.,581679423237514689964283175843956217729841536615327948496138752158762394372495861,45
puzzles1_unbiased,.3......92..6...47..4....5....53.......9.7...67..18...1...6...2..3..1.86..7..25.1,736154829259683147814729653942536718381947265675218394198365472523471986467892531,3
puzzles4_forum_hardest_1905,3.9...7...4..7....7.6..3.4...3.8....5.......4.9...73.....1....2.3..264.5.6...49..,319248756248675139756913248623481597571392864894567321485139672937826415162754983,23
puzzles4_forum_hardest_1905,.4..9.5.......3...9..2...8.6...5.7.....8....2...1...3.49.....7...6.7.4..75......1,142798563867513924935246187683452719519837642274169835491385276326971458758624391,50
puzzles4_forum_hardest_1905,4....7.....86......69.2.7...4....29.1....935...3.5...7.....25........9.295..3..7.,431587629278691435569324781845713296127469358693258147786942513314875962952136874,9
puzzles4_forum_hardest_1905,9...5...63....15....5..3..9.......7...6.3.9..8..4.......1.6.39..2.........9.1.6..,987254136342691587165783429514926873276138954893475261451867392628349715739512648,5
puzzles1_unbiased,5...64.89...7..6..6..8....2..8...9.5.9...78.13...9...6....7..1.8.5.4.....1.3.5...,527164389189723654634859172748216935296537841351498726463972518875641293912385467,2
01_file1,..93..5.......5....5.2...31.1.7.92..39...21....7....8....94...........64.4...39..,189367542432815697756294831614789253398452176527136489863941725971528364245673918,19
puzzles1_unbiased,.5...4..123....86...89.6...7..4.8..98....1.3..14.9.......61.................5.128,657284391239175864148936275763428519892561437514793682985612743321847956476359128,1
puzzles4_forum_hardest_1905,.4...75....2...3.8........1...5.3.8.6..9.4....3..7.9....6.4...2..4..9.1..5.7..4..,849137526712695348563482791297563184685914273431278965976341852324859617158726439,39
puzzles4_forum_hardest_1905,..3..6.1..9.3....2...52.9...5....8.44..8.......7..3.6........5.73...5.....561....,523496718698371542174528936351762894462859173987143265819234657736985421245617389,15
puzzles4_forum_hardest_1905,1..2....5..7......2..1.74.6.4....8..6..5....2.....95...213.....3....5.....6.1...3,169248375457963128238157496945672831673581942812439567521396784384725619796814253,15
puzzles4_forum_hardest_1905,2.937...6..6..9....3....7...6...2..39..51.....2......8...8......9...7..24.....68.,219375846786249351534186729865792413943518267127634598352861974698457132471923685,112
puzzles1_unbiased,3..1.....4..3967.......2........9..2.8..1...912.73...4......9..74.....1...84....5,397148256452396781861572493574689132683214579129735864236851947745923618918467325,0
puzzles1_unbiased,.8...62.1.5..94.........69..7.6..9.....4...8...8..1...4.........2.....399....546.,789536241651294873342718695574683912193452786268971354435869127826147539917325468,0
puzzles1_unbiased,.....8.6...95....3.1..437......69....84.3.......4.2..784.........29..45.....2.13.,357198264429576813618243795273869541584731629961452387846315972132987456795624138,2
puzzles4_forum_hardest_1905,..5..439.3..1..48..4..3...645.........1..2....8..9..6..9..8.6.....2...4.5....7..8,675824391329156487148739526452618739961372854783495162294581673817263945536947218,23
puzzles1_unbiased,.9..73..4...2..8...3...85.95...8.6.3..89....2.4..3...545....3....1....96.........,892573164615294837734168529529781643368945712147632985456829371281357496973416258,0
puzzles4_forum_hardest_1905,8.....3..2.73......3..8...5.2.8..7.......4..66...9..1.....1..48..9.......8.7..5..,854971362267345189931682475125836794793124856648597213576213948319458627482769531,7
puzzles4_forum_hardest_1905,.6..18.4...7.....982.9..6..79......6..8.5.........78..28.4...6...3.8.2...........,369718542547263189821945673794821356138654927652397814285439761473186295916572438,3
puzzles1_unbiased,..54.1...68....4..4.26...9......9..4..8.....779.8.........6.....2...73.1.76..3..2,935471628687295413412638795563729184248316957791854236354162879829547361176983542,1
01_file1,.3...4.6..49....28..7.........4.9...4...76......35.6....5.9..7..645.7.3..9...3..6,532984761649731528817265493276419385453876912981352647325698174164527839798143256,36
puzzles1_unbiased,89..7..5.7.1....2...38......42....959...8...7....9..........46....1....2.7..253..,894271653751346928263859714642713895915684237387592146528937461439168572176425389,0
puzzles4_forum_hardest_1905,4....19....1.....2.8.6..5....4..38..8...5.3.7.3.....2..4...97..9..3...5...7.6...9,465231978791845632283697541174923865826154397539786124642519783918372456357468219,27
puzzles1_unbiased,.......2.......7...7.928..4..21.5..886.2...19.4.........941.5.....7..8......83..6,458671923296354781371928654932165478865247319147839265689412537513796842724583196,10
puzzles4_forum_hardest_1905,.1..2...9...1...6.4.3..9.....471.59.....5.8...5...2..3..9.3.6..8.......1.3.2....7,618425739975183264423679185384716592297354816156892473749531628862947351531268947,8
puzzles4_forum_hardest_1905,..3.5.7..7......9..8.7..4.1.9......81......7...4.6.2....56.2......4.56......3....,413859726762314895589726431297543168156298374834167259345682917921475683678931542,5
01_file1,14.28...5..2....1..8...74.......8......3..5.7.7.9.......7.....44...1..5221...587.,146283795732594618589167423625478931891326547374951286957832164468719352213645879,8
puzzles4_forum_hardest_1905,8...3.1.....7...5..31..4....8..9.2..1..4..........6.7.21......539.6.......8.2.9..,845239167962781453731564892687395214159472638423816579216947385394658721578123946,23
puzzles4_forum_hardest_1905,217.....5..9.2.7...4...........92..6..23..8..5...78.......3..6...3..92.81......4.,217984635639125784845763192381592476472316859596478321924831567753649218168257943,35
puzzles4_forum_hardest_1905,2....5..7.....3.4....1..9..82.4..6..45..3......7..2..4...3...6.7...9..1..8...4..2,214965387968273541573148926821459673456731298397682154145327869732896415689514732,28
puzzles4_forum_hardest_1905,..62..15...8.4....12...6..4..2..1.76.........43......121.6....3......6...6...391.,746238159398145267125976834852391476671524398439867521214659783983712645567483912,31
puzzles1_unbiased,..95....1..1..96..8.....5.9....17.4873..86....1....97.36..71.....5...8...........,649528731521739684873164529956217348734986152218453976362871495195342867487695213,0
puzzles4_forum_hardest_1905,.....2.....293.6..3..67.2.9..3..95.7.5..4..6.1..........7..69.38......56.........,964812735572934681318675249483169527759243168126758394247586913891327456635491872,6
puzzles4_forum_hardest_1905,8.2..3..5.5.......3.65..8....9...4..1.3.9..7..6.2....9.....79......4..1..3.6....8,812473695754968321396512847289751463143896572567234189625187934978345216431629758,54
puzzles4_forum_hardest_1905,..13...9..5..978.......6..7....6....41.7....3..9..4.2...26...1..8....5..1...7...9,671385492354297861298146357825963174416752983739814625542639718987421536163578249,47
puzzles4_forum_hardest_1905,.7..6.3....6....8.2..1....7..9..3..6.....15...5..7..3..8..4...3..4..28..9.7....4.,175864392396725481248139657429583716763491528851276934582947163614352879937618245,32
puzzles4_forum_hardest_1905,3.8...........1.7..7.8...535..7...82....9......7.....9..32...95.5..6.....2..5.4..,348579216695321874172846953569734182834192567217685349483217695951463728726958431,15
puzzles4_forum_hardest_1905,7...9.......1...8..4...51.9.3..1.6.52......9...6..........34..8....5..6..5.9..3.4,781492536695173482342685179938217645214568793576349821169734258423851967857926314,29
puzzles1_unbiased,.3.8.27..7.8.3...2..91....487.3.9.5........1..52...8...97.........76..45....9....,436852791718934562529176384874319256963528417152647839697485123281763945345291678,2
puzzles4_forum_hardest_1905,..1...2.6.......3..3..6.1.9.8.5..7....2.1..9....9.7...5...98..4.4.........6.3..2.,971345286268179435435862179689523741752416893314987652527698314843251967196734528,23
puzzles4_forum_hardest_1905,.....3.1..19.8.4....3.4.8..4...7..9....8..7....73....45......2......6.....4.3.9..,842753619719682435653941872436275198925814763187369254571498326398126547264537981,40
01_file1,1....8..9.542.........512................94.69...4.5.7..9.2.1.....8.5....28....45,132478659654293871897651234245167398713589426986342517569724183471835962328916745,44
puzzles4_forum_hardest_1905,1.....9....3....41.849.......6.7..2..3...56..4..6....33..8....9....6..7......25..,162754938593286741784913256916378425238495617457621893325847169841569372679132584,22
puzzles1_unbiased,73.24.......53...9.....1.....8.9.6..1.......4.437...92.5....8.1..9.8345..........,735249168861537249924861375578492613192356784643718592356974821219683457487125936,3
puzzles4_forum_hardest_1905,67.4.....45...2.6...2..........3...8..76...4.3....9....1....9......8...1..47.1.2.,673458219458912367192367584265134798987625143341879652816243975729586431534791826,49
puzzles4_forum_hardest_1905,8..3......4..7.....32..6..7....2.4....65....2....69.1.7.....1....3.9...5.....5.8.,871352694645978321932146857589721436416583972327469518758234169163897245294615783,15
puzzles1_unbiased,4.......5.72......9.8.32.....5.....926...9......68.1.....7.14.63......5..4..2..7.,431867295672594318958132764185273649263419587794685123829751436317946852546328971,2
puzzles4_forum_hardest_1905,.4..7......7..15..6......7.39...48.....3....9.6...2..3..524..8......8......15.2..,143875692287961534659423178392714865571386429468592713915247386724638951836159247,4
01_file1,...4..3.2.2.....6....8......1.32.67..73..1..56.........36.5..1.2.......77.12.35..,157496382829735461364812759518329674973641825642578193436957218285164937791283546,6
puzzles4_forum_hardest_1905,46......1..3..1.7.........6..739...8.....8......71..3..59..3.8...65.9.1.3...2.5..,465937821823641975791852346517394268934268157682715439159473682246589713378126594,34
01_file1,6.13..94.43......1.79.....6........7...8.1......26..3....19.7.471........94..3...,681372945435986271279514386326459817947831652158267439863195724712648593594723168,22
puzzles4_forum_hardest_1905,.3..46..8..53.....4...1..3...8..4..9.4.6...1.2...5.8..9..87...6.5.4..........17..,732546198815392467496718532178234659549687213263159874921875346657423981384961725,16
puzzles4_forum_hardest_1905,......7..9....4.2....27...35..4....9.6.1...5...1..52....864....14...2.6..3.8.....,823516794917384625654279813582467139369128457471935286298643571145792368736851942,18
puzzles4_forum_hardest_1905,6...4...9..35......582..1..2..6..7.......4..2.3....69...19.....3...6...7.6...2.8.,672143859193586274458279163289635741716894532534721698841957326325468917967312485,68
puzzles1_unbiased,..6.1....1.8..9..47.....1..83.........79.43..4.9..8217........62..5..48....18.9..,396412875158739624724865193832671549517924368469358217981243756273596481645187932,0
01_file1,...6....1...51..9851..9..7.32....81....8...5.....7.9..79.1.6.......5976.....8....,987623541642517398513498672326945817179862453458371926794136285831259764265784139,15
puzzles1_unbiased,5...2..4..4.....2...1...3.8......6.9...5.3.1..8.96.....1...8...7..63.1..9.34.....,537826941846319527291754368354182679679543812182967453415298736728635194963471285,4
puzzles1_unbiased,...7....454........928.4..37....13..2...53..7..36....9.8...9..5..5...1..62.......,836715294547392861192864753759241386268953417413678529384129675975486132621537948,1
puzzles1_unbiased,......1...5.4.2..37.251.8..8.3..7.46..72..31.5.4......9.......7....25.....57.6...,348679152159482763762513894813957246697248315524361978986134527471825639235796481,1
puzzles1_unbiased,..487....6......7...5...2.63...4..82..7...5....128.....1.76.....9.....1.....5.92.,124876359639524871875391246356947182287613594941285763512769438798432615463158927,0
puzzles0_kaggle,....37..589...1..2..428.761.6.51..2.9.2.6..4.4....23........5.8..1.45.9.37.89....,126437985897651432534289761763514829952368147418972356649123578281745693375896214,0
puzzles1_unbiased,......5....8...32..6.7.3..13.2..18.747....6.........4...7.8......39.6.5.5.....4..,934128576718695324265743981352461897479852613186379245627584139843916752591237468,2
01_file1,...9...56.5....1....1.258.9.85..12..9.26....516......8..6.7............2....4..9.,248913756759864123631725849385491267972638415164257938596172384413589672827346591,34
puzzles1_unbiased,....8.....5...4.7...6..7..2.24...6..53.1..4...1...2.5..6...81....13...473..7...6.,172683594953214876486957312724539681538176429619842753267498135891365247345721968,2
puzzles4_forum_hardest_1905,..9....5.2...6..9..7.3....2.3....9..1.79.......2..3..1......84..9.18...7.287....9,689412753213567498574398162835671924167924385942853671751239846496185237328746519,77
puzzles4_forum_hardest_1905,.5...36..8...1.93..1......5....9...69..3..58..2...8.....74......9.1....31....945.,259743618876512934314986725548291376961374582723658149687435291495127863132869457,12
puzzles4_forum_hardest_1905,.....4....3..7..61...6...5..1....6..8.....1....9.1..781...9..37..3..2....97...5..,671954382534278961982631754715849623846327195329516478168495237453762819297183546,41
puzzles1_unbiased,3...8...442.....63......1...9....4....4.....5...93.712..1....2.5.2.9....86.1.5...,315689274429751863786243159197562438234817695658934712941378526572496381863125947,2
puzzles4_forum_hardest_1905,.2.....9.7.1....8...921...7.1...2.......9.3..9...4......5..19.2.....7..8..69...5.,428763591731459286659218437514372869267895314983146725345681972192537648876924153,82
puzzles4_forum_hardest_1905,..9..5.4.....3.5..6..4....74....3.5..1..4.8....79....4..43...2.2.......6.8...1...,379825641142637598658419237496183752513742869827956314764398125231574986985261473,25
puzzles4_forum_hardest_1905,..2..7..3....1..6.4..3..7....8..45...9.7...4.6...5...78....3..2.1..9......35..8..,582467913937815264461329758178634529395782146624951387859143672716298435243576891,14
puzzles1_unbiased,27..9...6...8......3.1....8.9....13...57.8..........7...4.....1..6547.9......9...,278495316541863927639172548897654132315728469462931875924386751186547293753219684,0
puzzles4_forum_hardest_1905,........6..67.8.1.2....47..63..7..84..8...1..4......6...48.7..1.5.64........91...,573219846946738512281564739632175984798426153415983267324857691159642378867391425,29
01_file1,..6.......2......918..2.6.3.9.8..2..3..6.1.9.86....3.1..9.....6...5.4..2.3....8..,946138527523467189187925643791843265352671498864259371419382756678514932235796814,5
01_file1,.....9.8..2.1....48...3.6..2.17..4..5.7.....2.4.............9...7.4....5....6..3.,164579283723186594859234671231795468597648312648321759312857946976413825485962137,16
puzzles4_forum_hardest_1905,.....329.2...6...3..3...4..6..5...7..8..7......2..9..4..4..6..915.....4....8..1..,567413298241968753893725461619534872485271936372689514724156389158392647936847125,53
puzzles1_unbiased,2.7.1643.........84.6...1....172....6.2..8.7.....69........461..9......21.8...5..,287916435319475268456382197941723856632548971875169324723854619594631782168297543,2
puzzles5_forum_hardest_1905_11+,.3.8..4.1..7.3.........1....6...53.8..4.8.6.........4..4..1.5.6...5...9...26..1..,239857461617934852485261937761495328524783619893126745948312576176548293352679184,85
puzzles1_unbiased,5639...2..27.....31....29..4.8.7.1.....16...............1...7.5....1....3..2.5.4.,563941827927658413184732956498573162732164598615829374241396785856417239379285641,0
puzzles1_unbiased,.8.93.....3.....482....8.1..6..2.3.....76..8.5........19.576.....6.....4....4...1,781934265635217948249658713968421357423765189517893426194576832376182594852349671,1
puzzles0_kaggle,3...4..68..67..9.1..48..32.4.9.....5.7..192..1..43..8.9.528..1.7....5...8...7.4.6,397142568286753941514896327439628175678519234152437689965284713741365892823971456,0
01_file1,.5.....747.95..31..3..1.5........14...1..2........8...4..7....53.7.9.....1...379.,158236974769584312234917568825369147971452683643178259496721835387695421512843796,27
01_file1,3.8...5.9.2...8.7...73.5.....5....26.82.....1......9..2.95.........27..5...9.3..8,348271569521698374697345182435719826982436751176852943219584637863127495754963218,5
01_file1,...9.....1.2...5...3...58.....8.6.3..7.5..6.8..8..7....8.75.9.65...6.37....3.9...,845972163162483597937615824451896732379524618628137459283751946594268371716349285,11
puzzles4_forum_hardest_1905,.....2.......869..86.3....2.7....5..9........24..3...8..4.2......14...7.62...3..4,517942683432586917869317452173864529986275341245139768794621835351498276628753194,31
puzzles4_forum_hardest_1905,.2.......5.83....24.3....8.3....1..9..4.6.1...5.2...4.6.9.7......5...7...4.8...3.,921685374568347912473912685387451269294768153156239847619573428835124796742896531,45
01_file1,.2......7.....5.....12...3.5..3...6..9..8......34.6.2...4..1....6..43.1....6....2,926134587437865291851279634548312769692587143173496825784921356265743918319658472,7
puzzles4_forum_hardest_1905,.6...3..13.1...9........5..7...4..9..8.2.......6..7..8.7..9.4..6....18.9...5...2.,967453281351682974842179563713845692489216735526937148275398416634721859198564327,30
puzzles1_unbiased,.3.28..5.2.7..54...5.3.7..8.......19.......8.9..1....7.43....2......2...51.64....,139284756287965431456317298824753619371496582965128347643871925798532164512649873,0
puzzles4_forum_hardest_1905,...8.....3.6.57...8...367..2.95..6......9...2.3.6...9......1..4.2.....1.7.13..8..,572849163316257948894136725289514637165793482437628591653981274928475316741362859,6
puzzles1_unbiased,.12.....5..8.6.3..7..9..........76.........895.38......217..8.....6...37....2..4.,612378495498165372735942168289457613147236589563819724321794856954681237876523941,0
puzzles4_forum_hardest_1905,..3.85.1....3.....8...613...92..........4.2..6..1...5......752..7....1845..8....7,243785916961324875857961342492538761715649238638172459186497523379256184524813697,27
puzzles4_forum_hardest_1905,.....2.....2.8..4768..4.2.....5...3...6..87......3...991.........8..74......1...5,453672918192385647687941253879524136536198724241736589915463872368257491724819365,19
puzzles4_forum_hardest_1905,5...8..2....4.53...7...2....6..9.7..9.......17..5...4.4....9.8....8..6....1.....3,596381427128475396374962518862194735945738261713526849437659182259813674681247953,16
01_file1,........3..1..2..8.9.......1..9.......41..2.6..7.6..1.2..64.9....62.9.7.4...71...,682794153741532698593816724165928347934157286827463519278645931316289475459371862,27
puzzles1_unbiased,..7..1.....8..64..4..5..6.7......541.42.....99...8.....3...2...8.4.1..9517.3...8.,367241958258976413491538627683729541742165839915483762536892174824617395179354286,0
puzzles4_forum_hardest_1905,.2..6.57..7.53....4.5..2........9...8.1...2...6..2..3...2.8.7.......3.8..8.6.7..2,328964571176538924495712368234859617851376249769421835642185793517293486983647152,5
01_file1,.7..2.5.......54......1....43...6.....8.5......573..4865...3.....7.6..3.8..5..67.,374629581126385497589417326431896752798254163265731948652973814947168235813542679,17
puzzles4_forum_hardest_1905,..9.....17..2..4....14...8...6.3.....5...29..2..7.5.......8....9....75.........36,549873621738261459621459387496138275857642913213795864374586192962317548185924736,35
puzzles4_forum_hardest_1905,.......1.6..4....7....18..47.......5.4.7...8......3...28.1...4..6.8...7...7.2.9..,924375816618492357573618294791286435342751689856943721289167543465839172137524968,37
puzzles4_forum_hardest_1905,52.6...4.....54..2....2...326...5.9.9.7........1.......7...6...1..9..8..69..4..2.,523698741716354982489127563264735198957812634831469275375286419142973856698541327,20
01_file1,.3.4....56..........5....68.5.....26..4......86...24.332.97..545...3.8...4.......,739468215682519347415327968953841726274693581861752493328976154596134872147285639,51
puzzles1_unbiased,..869...51......4...3...1......3859...7..5..6...1.6.2.72..5...3.3.........6...472,478691235165382749293574168612738594347925816589146327721459683834267951956813472,2
puzzles4_forum_hardest_1905,..9..1.8.4......29.8..9.7...2..3...7...1..2..6....539.5..........4..6.7..9..8..3.,759261483413857629286394751925638147378149265641725398562973814834516972197482536,36
puzzles4_forum_hardest_1905,.743...2...6..4...3...2...4.1..8.5..7....6.4...8.....1...95....6....2.3.........9,574398126126574893389621754413789562752136948968245371241953687697812435835467219,13
puzzles1_unbiased,....93..2.9......3...76......4.....7..58.....38..5...947...6.9.....713..1.6...5..,548193762697285413213764985964312857725849631381657249472536198859471326136928574,2
01_file1,.63..1..852......6...........1.5.23.6...1...5..28.....3......6..8.79.51..1....8..,763921458528473196149586327871659234634217985952834671395148762486792513217365849,37
puzzles4_forum_hardest_1905,.8....3....5......7....4..91...4...7.3.9..2.......6....5..17.2.6..4....1.1..6..8.,481695372925731648763284159192543867536978214847126593359817426678452931214369785,42
puzzles1_unbiased,......86.3.268..5.9..........7932......7....14.9....2.....493.6..8.........87...4,754391862312687459986425173167932548825764931439158627271549386648213795593876214,2
01_file1,4....2.....18........3..4..1.5...2...2...5.6..641.......2.9..456.....92.5.9..41.6,498652317731849652256371498175963284923485761864127539312796845647518923589234176,16
01_file1,.2...4....465.1.....5.6....4...2..1...14.76...72....5..5.1..8.9.1.7...6.6....2...,128374596746591238935268741463825917591437682872619354357146829219783465684952173,4
01_file1,..28....7..74..3...9..........97..267...........2.3..11..3.92..2...6..73.6....1.9,432896517617452398598137642381975426724618935956243781175389264249561873863724159,10
puzzles1_unbiased,...7..2..1...594....4....35.86.3....7.2......5....8...2....7..9.5.1..72.....8..6.,635714298128359476974826135486231957712695843593478612261547389859163724347982561,2
puzzles4_forum_hardest_1905,..3..5..8.6.9...4.1...7.9.........744....71...3.....8.5..7..4......59.6...2.148..,973425618265981743184376925651893274428567139739142586516738492847259361392614857,33
puzzles1_unbiased,.4.32....3....1.....5.....1...5....8.9..4..76.1..7...24...1....2...3548...7.9..1.,146327895382951764975486231723569148598142376614873952439618527261735489857294613,0
puzzles4_forum_hardest_1905,..2...6......1..4..4...7..9.5..7..9.3....5...4..9....5.96.43..7.3...9..48........,512894673973612548648537129251378496389465712467921385196243857735189264824756931,4
puzzles5_forum_hardest_1905_11+,..4.....2.9...46..8..6...3.......3.1..1.269..7..3...6....5..8..5....3..6....67.5.,634158792197234685825679134986745321351826947742391568463512879579483216218967453,65
01_file1,.4....26.1.6.8....27.4....86...........8...5.......19...12..4..8...67..172..4..8.,948715263136982745275436918659123874412879356387654192561298437894367521723541689,24
01_file1,27..93.....34.79..4.928............3......71...8....6..3...2..48.734.....2.....8.,275193846183467952469285137796518423542639718318724569931852674857346291624971385,19
01_file1,34.52......2.3.4...5.8......8...2...1..4....8.....879...41....351...3.....82.5..4,347521986892637415651894237783952641129476358465318792274189563516743829938265174,7
puzzles1_unbiased,78....51.4.....86....6..4.3.32..8......4.21..8..57.....5.3....4.......7.....96...,786234519423159867195687423632918745579462138814573296957321684361845972248796351,0
puzzles1_unbiased,.72.5.....58...9..16.....758......23...79..1...68........3........17.83...7.82.5.,472956381358417962169238475894561723523794618716823549681345297245179836937682154,2
puzzles4_forum_hardest_1905,8...3.2....9..4....1...6..35...6..2...61....7.4...9............7...8...2...6..85.,854937261639214578217856943571368429926145387348729615482591736765483192193672854,10
puzzles4_forum_hardest_1905,..5....1.7.8.3.6...2......7.5.36....8.4..23...3.48..7.........9....2.7..6.28..4..,345276918798531642126948537257369184864712395931485276413657829589124763672893451,11
01_file1,.42...3.715.7..........1....7..8.6.....6...53.3.51.8......6.7...1...8..5...3.5..6,842956317159732468367841592975283641481697253236514879528169734613478925794325186,12
01_file1,.5.7.13.4.1.6.......9..5...5.........27......96..7..1.....67..12..5..6..1..2.9.7.,658791324312648957749325168581932746427156893963874512895467231274513689136289475,18
puzzles4_forum_hardest_1905,.2...4..36..13..........6..2..7...9..8...3..5..1.9.....7.2..4.......7.8.5..34...7,827964513694135278135872649263751894789423165451698732376289451942517386518346927,12
puzzles2_17_clue,....3.....2.....1.5...4..........4.58...9...3.7.6........7...2.4..1.....3........,718932546924576318536841792269318475845297163173654289651783924492165837387429651,0
puzzles4_forum_hardest_1905,.....7.....74....61...9.27.8...1.3...5.....2....6.5.893..9......28..39...1..8....,563827491297431856184596273876219345951348627432675189345962718728153964619784532,22
puzzles5_forum_hardest_1905_11+,4.....1...9.....6...7.2...85....89....32....5.4...5.....8..2..36..3..7.....7...1.,432856179895173264167924358576438921983217645241695837718562493659341782324789516,14
puzzles4_forum_hardest_1905,...72..8...2..59..1...3.....3..1......5..24.........78.2...6..559....6....6....4.,653729184472185963189634752237418596865972431941563278724896315598341627316257849,5
puzzles1_unbiased,2.7.........9..8....4.1..6...38.2...9...657...6.1...9...2.5.1.........426.8.....5,287536419156947823394218567743892651921465738865173294432759186579681342618324975,0
puzzles4_forum_hardest_1905,....9..3.......6.85...83.2....1.9..71..8......4..32.1.35.9.......1.24.5.42.......,814296735293571648567483129635149287172865394948732516356918472781624953429357861,49
01_file1,3......1..42.5...616....45.2..8.7....5......34.....6...1...25.....3.4.616.....23.,375246918942158376168793452296837145851469723437521689713682594529374861684915237,39
01_file1,....1.4.5....6.13.3..5....8...4.....65.13..84....86.1..1..5...379..43.........6..,279318465845769132361524798187495326652137984934286517416952873798643251523871649,5
puzzles4_forum_hardest_1905,.8..1......7..2.4.9..6.........6.35.......42...5..3..7.1..8..7....9.......3.275..,382714965657392841941658732478261359136579428295843617519486273724935186863127594,66
01_file1,...91..739.....1...7..32...8..3....253..6...........6.7.....29...6.7...139....6..,628915473953746128471832956869354712532167849147298365715683294286479531394521687,33
puzzles1_unbiased,....975.8........2..6.4...3.1......6274...9..9.5..........3.17.3.8.5.......96...5,432697518597318462186245793813479256274586931965123847659832174348751629721964385,2
01_file1,..41....83............347.2.5.4......8..93...9.158....1..8..35.84.3.5........9.8.,794152638326978145518634792253461879487293516961587423179826354842315967635749281,23
01_file1,.7....3..3..4.69..9......8....5.8..3..2...89..8...27.5..9...27...73..5..25.......,174289356328456917965731482791548623542673891683912745439165278817324569256897134,11
puzzles1_unbiased,.85.2.......5....44.2916.....1........7.6..32..48....1.681..2.......21...1.74..9.,985324617136578924472916358651237489897461532324859761768193245549682173213745896,0
puzzles4_forum_hardest_1905,6.....2.8..86..5.......4.6...9..3...5..2...8..7..9.........1..3.1..7.8..2..4...5.,645937218398612574127584369869753142531246987472198635756821493914375826283469751,14
01_file1,...49...6...8.1.4.....67..86...4.8.19.....4..1....8.97...9....4....1.7..35.7..6.9,832495176567831942491267538675349821983172465124658397716983254249516783358724619,10
